Promax,Código SAP,Rede Código,CNPJ,Inplant,Rede,CDD,EG DV,Nome,UNB,PDV,Segunda,Terça,Quarta,Quinta,Sexta,Sábado,LAT,LONG,SETOR,LATITUDE,LONGITUDE,Lead Cadastrado,D2,Freq Entrega,Segunda.1,Terça.1,Quarta.1,Quinta.1,Sexta.1,Sábado.1,Entregas Mês,entregas TT,Mix,Vol,Verticalizado ,TT Entrega Cx,Pontuação Entrega,Perfil ,Cx Perfil,Devolução,Corte CDD,Pallet TT Entrega L3M,Pallet Entregue L3M ,Mix Exp Mês,Mix Entregue Mês,Pontuação Mês,HL Entregue,Ponto/hl,Pedído Mínimo (hL),Pedído Mínimo (Pallet),Pedído Mínimo (Pontuação),Pedído Mínimo (CX)
44398,10041286,1582,33826001000220,Maria Carolina Melo Veloso,Ultrabox Atacado,GAM,975940,Ultrabox Paranoa,39,44398,0,0,1,0,0,0,-15.7685706,-47.7856928,Sem setor cadastrado,-15.75768,-48.04419,0,Não,1,0,0,1,0,0,0,4.0,12,2.6855981334630403,52.34499999999998,2.0833333333333335,200.29512160544772,2889.443999999999,VUC,252,0.05334929474834749,0.03343203744388195,4.768931466796375,4.3588982542359895,10.742392533852161,10.742392533852161,10586.848602763906,192.12999999999997,55.2,48.5,4.3999999999999995,2677.2000000000003,184.79999999999998
44169,10019434,1582,13197254000193,Maria Carolina Melo Veloso,Ultrabox Atacado,GAM,720305,Ultrabox Planaltina Br020,39,44169,0,0,1,0,0,0,-15.60309,-47.68136,220 - PLANALTINA - ROTA CRÍTICA,-15.60309,-47.68136,0,Não,1,0,0,1,0,0,0,3.4,10,2.413970294543277,38.04700000000001,1.0,143.38675237081762,2317.0623000000005,VUC,252,0.022221583395618923,0.0653928036376061,3.4139702945432737,3.1267407523463406,8.04656764847759,8.04656764847759,7055.179572870767,115.95333333333336,60.9,35.0,3.2,2131.5,134.4
44555,10028784,1582,13197254000517,Maria Carolina Melo Veloso,Ultrabox Atacado,GAM,841072,Ultrabox Sobradinho,39,44555,0,0,1,0,0,0,-15.64812,-47.79933,119 - TAGUATINGA DO SUL ,-15.876843,-48.068615,0,Não,1,0,0,1,0,0,0,3.4,10,2.3876997681407603,27.601000000000006,0.1,104.48339026191194,2815.3020000000006,VUC,252,0.10245246844543851,0.0,2.4876997681407604,2.2459961563626134,7.958999227135867,7.958999227135867,8510.030976740221,83.45333333333339,102.0,25.200000000000003,2.3000000000000003,2570.4,96.60000000000001
44475,10045364,1582,51563365000165,Maria Carolina Melo Veloso,Ultrabox Atacado,GAM,1021125,Ultrabox Taguatinga Sul,39,44475,0,0,1,0,0,0,-15.8402217,-48.0508133,126 - CEILÂNDIA,-15.8361,-48.11865,0,Não,1,0,0,1,0,0,0,3.4,10,2.1938064976776173,26.42900000000001,0.2,100.53987290245993,2328.3949000000007,VUC,252,0.031013497698369363,0.0,2.393806497677617,2.327905007863084,7.312688325592057,7.312688325592057,7526.769290158951,85.44666666666664,88.1,26.0,2.4,2290.6,100.8
44496,10047137,1582,33797125000224,Maria Carolina Melo Veloso,Ultrabox Atacado,GAM,1039113,Ultrabox Vicente Pires,39,44496,0,0,1,0,0,0,-15.8028843,-48.0430382,127 - ASA SUL,-15.784973,-47.992712,0,Não,1,0,0,1,0,0,0,3.0,9,2.0594220502295033,28.724444444444455,0.5555555555555556,109.82905944297248,2401.363555555556,VUC,252,0.07416794781235715,0.0,2.61497760578506,2.4445745064689164,6.17826615068851,6.17826615068851,6703.999431238477,80.22333333333336,83.6,27.400000000000002,2.5,2290.64,105.0
44390,10041075,1825,11832478002148,Maria Carolina Melo Veloso,Dona De Casa,GAM,973602,Dona De Casa 111 Norte,39,44390,0,0,1,0,0,0,-15.7528326,-47.8900658,128 - ASA NORTE,-15.752833,-47.890066,0,Não,1,0,0,1,0,0,0,3.7,11,1.160490528512833,12.062727272727303,0.0,48.74060219753899,1547.6479090909127,Van,84,0.0800618993321387,0.000602909036099177,1.160490528512833,1.0732243849903371,4.255131937880388,4.255131937880388,5249.583856588187,40.92666666666671,128.29999999999998,11.4,1.1,1462.62,46.2
27806,10035922,1825,11832478000951,Maria Carolina Melo Veloso,Dona De Casa,GAM,913944,Dona De Casa 213 Norte,39,27806,0,0,1,0,0,0,-15.74540919,-47.88634899,128 - ASA NORTE,-15.745409,-47.886349,0,Não,1,0,0,1,0,0,0,4.0,12,1.43270155995182,14.480833333333358,0.0,60.17346551797644,2195.294333333337,Van,84,0.19543479760016513,0.0024169879726074653,1.43270155995182,1.1920655550740966,5.73080623980728,5.73080623980728,7325.514932762726,48.33666666666672,151.6,12.2,1.2000000000000002,1849.5199999999998,50.400000000000006
44391,10041076,1825,11832478002229,Maria Carolina Melo Veloso,Dona De Casa,GAM,973610,Dona De Casa 216 Norte,39,44391,0,0,1,0,0,0,-15.738404,-47.8888264,128 - ASA NORTE,-15.738404,-47.888826,0,Não,1,0,0,1,0,0,0,4.3999999999999995,13,1.6299146043609742,16.766153846153895,0.0,68.45641338316092,2278.5203076923144,Van,84,0.14742498403915683,0.01050651495687279,1.6299146043609742,1.4129229204330747,7.062963285564222,7.062963285564222,8514.546494932894,62.65333333333348,135.9,15.2,1.5,2065.68,63.0
35969,10035924,1825,11832478001419,Maria Carolina Melo Veloso,Dona De Casa,GAM,913960,Dona De Casa 306 Norte,39,35969,0,0,1,0,0,0,-15.7685603,-47.8865882,128 - ASA NORTE,-15.76856,-47.886588,0,Não,1,0,0,1,0,0,0,4.699999999999999,14,1.1769746911949668,12.390714285714319,0.0,49.432937030188604,1634.3352142857186,Van,84,0.16283292978208178,0.0033435176111143053,1.1769746911949668,1.0112250068566628,5.492548558909845,5.492548558909845,6533.507867358421,49.56000000000014,131.9,11.5,1.1,1516.8500000000001,46.2
36161,10035925,1825,11832478001508,Maria Carolina Melo Veloso,Dona De Casa,GAM,913979,Dona De Casa 506 Norte,39,36161,0,0,1,0,0,0,-15.7714659,-47.8881052,128 - ASA NORTE,-15.771466,-47.888105,0,Não,1,0,0,1,0,0,0,4.699999999999999,14,3.0099673705923715,30.96928571428573,0.0,126.41862956487961,3787.5436428571447,VUC,252,0.08671304085783879,0.001914339091726825,3.0099673705923715,2.7714404278351714,14.046514396097734,14.046514396097734,16223.709758553558,132.73666666666674,122.3,28.6,2.8000000000000003,3497.78,117.60000000000001
92385,10035930,1825,11832478000366,Maria Carolina Melo Veloso,Dona De Casa,GAM,914037,Dona De Casa Candang,39,92385,0,0,1,0,0,0,-15.84908673,-47.95039521,111 - CHANDAGOLÂNDIA,-15.849087,-47.950395,0,Não,1,0,0,1,0,0,0,4.0,12,1.4396109112161126,15.806666666666686,0.0,60.46365827107673,2315.6766666666695,Van,84,0.3324657052409422,0.0014234500210881468,1.4396109112161126,1.0774963247731113,5.7584436448644505,5.7584436448644505,6941.29971964033,47.383333333333404,146.5,12.1,1.1,1772.6499999999999,46.2
92380,10035928,1825,11832478000285,Maria Carolina Melo Veloso,Dona De Casa,GAM,914010,Dona De Casa Guara,39,92380,0,0,1,0,0,0,-15.84131,-47.98071,111 - CHANDAGOLÂNDIA,-15.84131,-47.98071,0,Não,1,0,0,1,0,0,0,4.3999999999999995,13,3.379245387449522,36.05923076923078,0.07692307692307693,145.15907550364915,4027.8160769230776,VUC,252,0.0671662187400355,0.0004693133092988031,3.4561684643725976,3.239243680418431,14.643396678947928,14.643396678947928,16341.59679749085,146.3533333333334,111.69999999999999,33.9,3.3000000000000003,3786.6299999999997,138.60000000000002
44431,10043526,1825,11832478002814,Maria Carolina Melo Veloso,Dona De Casa,GAM,998931,D De Casa Jd Botanic,39,44431,0,0,1,0,0,0,-16.0234622,-48.0489801,109 - JARDIM BOTÂNICO ,-15.868808,-47.822373,0,Não,1,0,0,1,0,0,0,4.3999999999999995,13,1.5120653495342937,15.01923076923082,0.0,63.506744680440335,1963.013461538468,Van,84,0.05416008282024718,0.00911651728553134,1.5120653495342937,1.4193291560724666,6.552283181315272,6.552283181315272,7995.377992034958,61.176666666666854,130.7,14.7,1.5,1921.2899999999997,63.0
44388,10041073,1825,11832478002490,Maria Carolina Melo Veloso,Dona De Casa,GAM,973580,Dona De Casa Qi 15 Lago Sul,39,44388,0,0,1,0,0,0,-15.8508316,-47.8768758,127 - ASA SUL,-15.850832,-47.876876,0,Não,1,0,0,1,0,0,0,4.0,12,1.5913723073136898,15.728333333333367,0.0,66.83763690717497,2104.451000000004,Van,84,0.11980963712076109,0.0026491469746741493,1.5913723073136898,1.4074206276671344,6.365489229254759,6.365489229254759,7493.96707776705,56.03333333333348,133.79999999999998,15.0,1.5,2006.9999999999998,63.0
92407,10035932,1825,11832478000447,Maria Carolina Melo Veloso,Dona De Casa,GAM,914053,Dona De Casa Sobradi,39,92407,0,0,1,0,0,0,-15.65189,-47.80162,129 - SOBRADINHO,-15.65189,-47.80162,0,Não,1,0,0,1,0,0,0,3.7,11,2.789317131764543,29.551818181818195,0.0,117.1513195341108,3519.621545454547,VUC,252,0.10934034057946275,0.0,2.789317131764543,2.5064986564400695,10.227496149803324,10.227496149803324,11624.054567702282,97.67666666666675,119.1,27.400000000000002,2.6,3263.34,109.2
44418,10042045,1825,11832478002571,Maria Carolina Melo Veloso,Dona De Casa,GAM,983667,Dona De Casa Vicente Pires,39,44418,0,0,1,0,0,0,-15.7949905,-48.0506858,128 - ASA NORTE,-15.818825,-47.770207,0,Não,1,0,0,1,0,0,0,4.3999999999999995,13,1.96663645114463,20.560000000000006,0.0,82.59873094807446,2629.6240000000007,Van,84,0.399171343158336,0.0018706973959892242,1.96663645114463,1.4139840642913366,8.522091288293396,8.522091288293396,8126.288790146312,63.55666666666671,127.89999999999999,15.4,1.5,1969.6599999999999,63.0
44432,10043528,1825,11832478002733,Maria Carolina Melo Veloso,Dona De Casa,GAM,999113,D De Casa Solar De B,39,44432,0,0,1,0,0,0,-15.8355082,-47.8032994,128 - ASA NORTE,-15.835508,-47.803299,0,Não,1,0,0,1,0,0,0,3.7,11,1.445931481820459,14.261818181818226,0.0,60.729122236459276,2055.1280000000065,Van,84,0.07476699561403484,0.0003187149413564498,1.445931481820459,1.3485352051878743,5.301748766675016,5.301748766675016,7005.747653045171,48.64000000000016,144.1,13.7,1.4000000000000001,1974.1699999999998,58.800000000000004
44282,10036716,1583,6141514000224,Maria Carolina Melo Veloso,Big Box Varejo,GAM,922269,Big Box 211 Norte,39,44282,0,0,0,1,0,0,-15.7513275,-47.8840921,127 - ASA SUL,-15.801985,-47.94896,0,Não,1,0,0,0,1,0,0,4.699999999999999,14,0.8675387359731862,9.530000000000003,0.0,36.43662691087382,1194.1090000000004,Van,84,0.2654968529467861,0.005396492280017986,0.8675387359731862,0.6849446151181958,4.048514101208203,4.048514101208203,4378.120482890318,34.95333333333334,125.3,7.699999999999999,0.7,964.81,29.4
30892,10019057,1583,3696869000100,Maria Carolina Melo Veloso,Big Box Varejo,GAM,515132,Big Box 402n,39,30892,0,0,0,1,0,0,-15.779908,-47.8743915,128 - ASA NORTE,-15.779908,-47.874392,0,Não,1,0,0,0,1,0,0,5.0,15,2.221057121392526,28.390666666666654,0.4,110.08439909848609,2413.2066666666656,VUC,252,0.0004233202417628938,0.0011036490865542672,2.6210571213925262,2.616279910508172,11.10528560696263,11.10528560696263,12043.488996269129,141.7366666666666,85.0,29.3,2.7,2490.5,113.4
32061,10016896,1583,6141514000143,Maria Carolina Melo Veloso,Big Box Varejo,GAM,539252,Big Box 408n,39,32061,0,0,0,1,0,0,-15.75926,-47.87849,128 - ASA NORTE,-15.75926,-47.87849,0,Não,1,0,0,0,1,0,0,5.0,15,2.0064279890227095,28.15733333333333,0.6,109.4699755389538,2275.112533333333,VUC,252,0.00845878136200717,0.0007576475044985323,2.6064279890227127,2.583610404835563,10.032139945113547,10.032139945113547,11261.134828437032,139.49999999999997,80.8,28.1,2.6,2270.48,109.2
30218,10016214,1583,4059113000113,Maria Carolina Melo Veloso,Big Box Varejo,GAM,487457,Big Box 412 Sul,39,30218,0,0,0,1,0,0,-15.83187,-47.91094,127 - ASA SUL,-15.83187,-47.91094,0,Não,1,0,0,0,1,0,0,4.699999999999999,14,2.8846153121624534,37.54857142857141,0.6428571428571429,148.15384311082303,3323.0485714285696,VUC,252,0.0014695217374708967,0.0017691371176381079,3.527472455019596,3.5141517826672026,13.461538123424782,13.461538123424782,15451.87401129611,174.65999999999988,88.5,38.1,3.6,3371.85,151.20000000000002
89058,10030747,1583,15914528000305,Maria Carolina Melo Veloso,Big Box Varejo,GAM,861049,Big Box 508 Sul,39,89058,0,0,0,1,0,0,-15.81416,-47.90688,127 - ASA SUL,-15.81416,-47.90688,0,Não,1,0,0,0,1,0,0,4.3999999999999995,13,1.3732148635857433,17.56769230769231,0.23076923076923078,67.3673319629089,1502.0376923076926,Van,84,0.005639511829757235,0.0005692267273841842,1.603984094354974,1.5881187097395895,5.950597742204888,5.950597742204888,6466.577142178853,75.65666666666668,85.5,17.400000000000002,1.6,1487.7000000000003,67.2
33337,10032407,1583,24209248000125,Maria Carolina Melo Veloso,Big Box Varejo,GAM,878464,Big Box 513 Sul,39,33337,0,0,0,1,0,0,-15.81995,-47.9163,127 - ASA SUL,-15.81995,-47.9163,0,Não,1,0,0,0,1,0,0,4.699999999999999,14,1.1442326744905498,14.033571428571436,0.14285714285714285,54.057772328603086,1275.6516428571435,Van,84,0.011019567456230683,0.0006616786277803224,1.287089817347693,1.2714204517753773,5.339752480955899,5.339752480955899,5878.478683493053,64.73333333333336,90.89999999999999,14.1,1.3,1281.6899999999998,54.6
44193,10022669,1583,22790985000139,Maria Carolina Melo Veloso,Big Box Varejo,GAM,764779,Big Box Paineiras,39,44193,0,0,0,1,0,0,-15.83669,-48.0319,113 - AGUAS CLARAS,-15.83669,-48.0319,0,Não,1,0,0,0,1,0,0,5.3999999999999995,16,1.6608765151127354,23.145000000000007,0.5,90.7568136347349,1837.7130000000004,VUC,252,0.011169045787389231,0.04166666666666665,2.1608765151127343,2.058099482309013,8.858008080601255,8.858008080601255,9280.451494468458,116.99000000000005,79.39999999999999,22.200000000000003,2.1,1762.68,88.2
44389,10041074,1825,11832478002300,Maria Carolina Melo Veloso,Dona De Casa,GAM,973599,Dona De Casa 303 Norte,39,44389,0,0,0,1,0,0,-15.7802702,-47.8851299,128 - ASA NORTE,-15.78027,-47.88513,0,Não,1,0,0,0,1,0,0,5.0,15,1.13761987498737,11.743333333333378,0.0,47.78003474946954,1664.0303333333395,Van,84,0.2292330571489265,0.014589838206074311,1.13761987498737,0.9095894666831529,5.688099374936851,5.688099374936851,6667.388920561072,47.070000000000114,141.7,10.4,1.0,1473.6799999999998,42.0
92382,10035929,1825,11832478000790,Maria Carolina Melo Veloso,Dona De Casa,GAM,914029,Dona De Casa Ac1 Araucarias,39,92382,0,0,0,1,0,0,-15.83636,-48.01288,113 - AGUAS CLARAS,-15.83636,-48.01288,0,Não,1,0,0,0,1,0,0,5.0,15,2.29788798044414,25.26666666666664,0.13333333333333333,102.11129517865388,2814.7066666666638,VUC,252,0.006944073500347208,0.005224274406332459,2.4312213137774736,2.400990840547,11.4894399022207,11.4894399022207,13893.886292329873,124.80666666666656,111.39999999999999,26.0,2.5,2896.3999999999996,105.0
93759,10035933,1825,11832478001095,Maria Carolina Melo Veloso,Dona De Casa,GAM,914061,Dona De Casa Arniqueiras,39,93759,0,0,0,1,0,0,-15.85909,-47.99941,113 - AGUAS CLARAS,-15.85909,-47.99941,0,Não,1,0,0,0,1,0,0,4.699999999999999,14,1.8864135692390998,19.86000000000003,0.0,79.22936990804219,2258.0820000000035,Van,84,0.004966766488934329,0.01028628974248308,1.8864135692390998,1.8583461733844366,8.803263323115798,8.803263323115798,10371.97605549623,91.27333333333347,113.69999999999999,19.900000000000002,1.9000000000000001,2262.63,79.80000000000001
36608,10035926,1825,11832478001923,Maria Carolina Melo Veloso,Dona De Casa,GAM,913987,Dona De Casa Ac2 Castanheiras,39,36608,0,0,0,1,0,0,-15.8357883,-48.0183149,113 - AGUAS CLARAS,-15.835788,-48.018315,0,Não,1,0,0,0,1,0,0,5.3999999999999995,16,2.595085746490541,27.28875,0.0,108.99360135260272,3738.55875,VUC,252,0.16471061093247585,0.004466126150886354,2.595085746490541,2.20483366853126,13.840457314616218,13.840457314616218,17030.606344889307,124.40000000000002,137.0,24.1,2.3000000000000003,3301.7000000000003,96.60000000000001
44470,10045242,1825,11832478002903,Maria Carolina Melo Veloso,Dona De Casa,GAM,1019945,Dona De Casa 502s,39,44470,0,0,0,1,0,0,-15.8019447,-47.894045,Sem setor cadastrado,-15.801945,-47.894045,0,Não,1,0,0,0,1,0,0,5.0,15,2.3576220120746516,24.572666666666677,0.0,99.02012450713536,3083.869666666668,VUC,252,0.12769139687782374,0.018123117827396285,2.3576220120746516,2.0547983276308828,11.788110060373258,11.788110060373258,13421.194180605728,106.97666666666673,125.5,21.900000000000002,2.1,2748.4500000000003,88.2
92386,10035931,1825,11832478000870,Maria Carolina Melo Veloso,Dona De Casa,GAM,914045,Dona De Casa Sudoest,39,92386,0,0,0,1,0,0,-15.8030533,-47.92875,127 - ASA SUL,-15.803053,-47.92875,0,Não,1,0,0,0,1,0,0,4.699999999999999,14,2.404628101028667,25.18214285714284,0.07142857142857142,103.99438024320402,2827.9546428571407,VUC,252,0.009403107113654954,0.019543327187632974,2.4760566724572395,2.4033225627666073,11.221597804800446,11.221597804800446,12807.880711589385,114.14666666666659,112.3,25.3,2.5,2841.19,105.0
44266,10035958,1825,11832478000528,Maria Carolina Melo Veloso,Dona De Casa,GAM,914592,Dona De Casa Taguatinga,39,44266,0,0,0,1,0,1,-15.81042,-48.06926,125 - TAGUATINGA NORTE,-15.81042,-48.06926,0,Não,2,0,0,0,1,0,1,14.4,43,0.6627749305940651,93.6134883720932,7.976744186046512,362.8598028989042,645.933069767443,Truck,420,0.005881787942208329,0.011385260521987964,8.63951911664056,8.501376068182983,9.499774005181601,9.499774005181601,9014.625956596063,1318.760000000002,6.8999999999999995,92.69999999999999,8.6,639.6299999999999,361.2
44602,10031620,1583,32148930000183,Maria Carolina Melo Veloso,Big Box Varejo,GAM,870153,Big Box 105 Sw,39,44602,0,0,0,0,1,0,-15.8069,-47.933,127 - ASA SUL,-15.8069,-47.933,0,Não,1,0,0,0,0,1,0,4.3999999999999995,13,1.6713830716583946,22.528461538461542,0.46153846153846156,89.58270439426795,1941.9533846153847,VUC,252,0.07349167949563815,0.0,2.132921533196855,1.975175765533505,7.242659977186377,7.242659977186377,7832.033659230149,90.94,86.19999999999999,21.0,2.0,1810.1999999999998,84.0
11020,10015922,1583,637793000154,Maria Carolina Melo Veloso,Big Box Varejo,GAM,372315,Big Box 106n,39,11020,0,0,0,0,1,0,-15.77103,-47.88441,128 - ASA NORTE,-15.77103,-47.88441,0,Não,1,0,0,0,0,1,0,4.3999999999999995,13,1.5990306654114583,17.206923076923093,0.0,67.15928794728126,2111.2894615384635,Van,84,0.27020717829004925,0.027001654074835686,1.5990306654114583,1.225066290083012,6.929132883449653,6.929132883449653,7003.384333897604,57.11666666666674,122.69999999999999,13.799999999999999,1.3,1693.2599999999998,54.6
33334,10028954,1583,3696869000372,Maria Carolina Melo Veloso,Big Box Varejo,GAM,842591,Big Box 208n,39,33334,0,0,0,0,1,0,-15.7632697,-47.8804622,128 - ASA NORTE,-15.76327,-47.880462,0,Não,1,0,0,0,0,1,0,4.0,12,1.1196102940221737,12.357500000000021,0.0,47.023632348931294,1340.7887500000022,Van,84,0.17798967024235188,0.00026974172230089644,1.1196102940221737,0.956467839441442,4.478441176088695,4.478441176088695,4551.5248541093815,41.950000000000024,108.5,11.0,1.0,1193.5,42.0
33333,10028639,1583,3696869000291,Maria Carolina Melo Veloso,Big Box Varejo,GAM,836540,Big Box 310n,39,33333,0,0,0,0,1,0,-15.7564621,-47.8907868,128 - ASA NORTE,-15.756462,-47.890787,0,Não,1,0,0,0,0,1,0,4.0,12,1.1061177767913024,11.855000000000004,0.0,46.4569466252347,1583.8280000000004,Van,84,0.24699693117053922,0.0002811753128075354,1.1061177767913024,0.8867971268437107,4.42447110716521,4.42447110716521,5078.216613496294,38.016666666666666,133.6,9.7,0.9,1295.9199999999998,37.800000000000004
44474,10045363,1583,6141514000305,Maria Carolina Melo Veloso,Big Box Varejo,GAM,1021117,Big Box 314n,39,44474,0,0,0,0,1,0,-15.744368,-47.8954085,113 - AGUAS CLARAS,-15.837201,-48.025804,0,Não,1,0,0,0,0,1,0,4.3999999999999995,13,0.7016108120127472,7.552307692307692,0.0,29.467654104535384,920.6263076923076,Van,84,0.30297397769516715,0.0004074149521287432,0.7016108120127472,0.5367299867144585,3.0403135187219044,3.0403135187219044,3058.597531448713,25.106666666666666,121.89999999999999,6.3999999999999995,0.6,780.1599999999999,25.2
36,10018676,1583,9254164000110,Maria Carolina Melo Veloso,Big Box Varejo,GAM,616877,Big Box 503 Sul,39,36,0,0,0,0,1,0,-15.8039,-47.896,127 - ASA SUL,-15.8039,-47.896,0,Não,1,0,0,0,0,1,0,4.3999999999999995,13,1.469408665536831,16.96846153846154,0.07692307692307693,64.94593318331613,1705.3303846153847,Van,84,0.028311567164179093,0.0005439956480348156,1.546331742459908,1.5021461195941608,6.367437550659601,6.367437550659601,7180.01564779038,71.46666666666668,100.5,17.400000000000002,1.6,1748.7000000000003,67.2
44349,10038816,1583,22790985000210,Maria Carolina Melo Veloso,Big Box Varejo,GAM,946010,Big Box Castanheiras,39,44349,0,0,0,0,1,0,-15.8337267,-48.01515,127 - ASA SUL,-15.817481,-47.87428,0,Não,1,0,0,0,0,1,0,4.0,12,1.2700125047485302,21.24333333333333,0.6666666666666666,81.34052519943828,1482.7846666666662,Van,84,0.016269888742672572,0.0002745959516711126,1.9366791714151974,1.9034132696438608,5.080050018994121,5.080050018994121,5833.278953619604,83.58999999999999,69.8,22.0,2.0,1535.6,84.0
29604,10007633,1583,3475791000102,Maria Carolina Melo Veloso,Big Box Varejo,GAM,401137,Big Box Franq Lago Sul,39,29604,0,0,0,0,1,0,-15.85794377,-47.8325119,127 - ASA SUL,-15.857944,-47.832512,0,Não,1,0,0,0,0,1,0,5.0,15,1.1532096216987533,14.368666666666664,0.2,56.83480411134764,1388.0131999999996,Van,84,0.0,0.0006959587992390853,1.3532096216987533,1.3521968011859327,5.7660481084937665,5.7660481084937665,6935.042258122111,71.79333333333332,96.6,14.9,1.4000000000000001,1439.34,58.800000000000004
54,10009373,1583,8353835000137,Maria Carolina Melo Veloso,Big Box Varejo,GAM,639311,Big Box Iguatemi A,39,54,0,0,0,0,1,0,-15.72052,-47.88298,126 - CEILÂNDIA,-15.805495,-48.118099,0,Não,1,0,0,0,0,1,0,5.3999999999999995,16,1.5759741325681742,21.484999999999992,0.4375,84.56591356786332,1830.521999999999,VUC,252,0.07606242948476871,0.001192692576215965,2.013474132568176,1.8677331902375593,8.405195373696928,8.405195373696928,9058.603762080815,106.36000000000001,85.19999999999999,20.1,1.9000000000000001,1712.52,79.80000000000001
33336,10029563,1583,15914528000224,Maria Carolina Melo Veloso,Big Box Varejo,GAM,849154,Big Box Qi05 B,39,33336,0,0,0,0,1,0,-15.7330844,-47.8650139,128 - ASA NORTE,-15.722213,-47.889503,0,Não,1,0,0,0,0,1,0,4.3999999999999995,13,1.7853914944215954,23.884615384615383,0.38461538461538464,91.14028891955316,2319.1961538461537,VUC,252,0.30808442515903445,0.0,2.170006879036979,1.670370193060112,7.736696475826913,7.736696475826913,7677.412593983968,79.12333333333333,97.1,18.400000000000002,1.7000000000000002,1786.64,71.4
33339,10034707,1583,35449145000159,Maria Carolina Melo Veloso,Big Box Varejo,GAM,903531,Big Box Ql11 Lg Sul,39,33339,0,0,0,0,1,0,-15.836585,-47.868305,127 - ASA SUL,-15.836585,-47.868305,0,Não,1,0,0,0,0,1,0,4.3999999999999995,13,1.301752444150319,14.594615384615393,0.07692307692307693,57.904371885082625,1571.8400769230777,Van,84,0.06484756611083033,0.0003689453433827016,1.3786755210733956,1.2784982272995897,5.640927257984715,5.640927257984715,6393.834262966734,59.37000000000004,107.69999999999999,13.799999999999999,1.3,1486.2599999999998,54.6
30041,10017409,1583,7676210000143,Maria Carolina Melo Veloso,Big Box Varejo,GAM,584070,Big Box Siberian C,39,30041,0,0,0,0,1,0,-15.74422,-47.85043,128 - ASA NORTE,-15.74422,-47.85043,0,Não,1,0,0,0,0,1,0,4.699999999999999,14,1.4774074405457507,19.227857142857154,0.2857142857142857,74.05111250292153,1592.0665714285724,Van,84,0.003319409219752348,0.0006686726847208287,1.7631217262600356,1.7529905309247586,6.89456805588017,6.89456805588017,7391.882632924687,89.37333333333338,82.8,19.6,1.8,1622.88,75.60000000000001
44458,10044755,1583,50647656000179,Maria Carolina Melo Veloso,Big Box Varejo,GAM,1015079,Big Box Supermercados,39,44458,0,0,0,0,1,0,-15.765368,-47.9079327,116 - RECANTO DAS EMAS,-15.9035,-48.064145,0,Não,1,0,0,0,0,1,0,4.3999999999999995,13,0.9091706103393874,9.439230769230777,0.0,38.18516563425427,971.2968461538469,Van,84,0.0997442455242966,0.00032597180343900227,0.9091706103393874,0.7485958808139888,3.9397393114706785,3.9397393114706785,3486.0341115765036,33.88666666666668,102.89999999999999,8.299999999999999,0.7999999999999999,854.0699999999998,33.599999999999994
44395,10041284,1583,46062122000103,Maria Carolina Melo Veloso,Big Box Varejo,GAM,975923,Big Box Taguatinga,39,44395,0,0,0,0,1,0,-15.83131,-48.05312,125 - TAGUATINGA NORTE,-15.83131,-48.05312,0,Não,1,0,0,0,0,1,0,4.699999999999999,14,0.9417603920160477,10.359285714285724,0.0,39.553936464674,1162.3118571428581,Van,84,0.18130704041720994,0.00041370750879128414,0.9417603920160477,0.7995087689225884,4.394881829408223,4.394881829408223,4588.779551008335,40.906666666666645,112.19999999999999,8.799999999999999,0.7999999999999999,987.3599999999998,33.599999999999994
24601,10015877,1583,2817987000167,Maria Carolina Melo Veloso,Big Box Varejo,GAM,372323,Bigbox 301 Sw,39,24601,0,0,0,0,1,0,-15.79709,-47.91957,107 - SÃO SEBASTIÃO - ROTA CRITICA,-15.906551,-47.771305,0,Não,1,0,0,0,0,1,0,4.699999999999999,14,1.1679216326166189,12.669285714285708,0.0,49.052708569897995,1251.725428571428,Van,84,0.008817840482421211,0.00022551728026160014,1.1679216326166189,1.1569911940076092,5.450300952210888,5.450300952210888,5788.134039416008,58.59333333333331,98.8,13.0,1.2000000000000002,1284.3999999999999,50.400000000000006
44299,10015611,1952,1652694000295,Maísa Monteiro Alves,Caique,GAM,610097,Caique Samambaia 208,39,44299,1,0,0,0,0,0,-15.8644683,-48.0784933,129 - SOBRADINHO,-15.745749,-47.761959,0,Não,1,1,0,0,0,0,0,6.699999999999999,20,0.6139440968365649,7.247000000000009,0.05,27.88565206713573,656.5782000000007,Van,84,0.012050007531254688,0.07285773423485568,0.6639440968365651,0.6050915772029896,4.0929606455771,4.0929606455771,4005.8095135644194,44.260000000000076,90.6,7.699999999999999,0.7,697.6199999999999,29.4
30,10017415,442,3206948000196,Maísa Monteiro Alves,Super Veneza,GAM,610208,Sup Veneza P Sul,39,30,0,0,0,0,1,0,-15.84322,-48.11858,126 - CEILÂNDIA,-15.84322,-48.11858,0,Não,1,0,0,0,0,1,0,8.7,26,0.7316727314221936,8.073076923076925,0.0,30.73025471973213,970.3838461538463,Van,84,0.25339043540328315,0.07975226298237255,0.7316727314221936,0.5373985161122344,6.341163672325678,6.341163672325678,6172.187377899281,51.37000000000004,120.19999999999999,6.6,0.6,793.3199999999999,25.2
